               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 156,            0.022991,              0.0102,           0.0005147,             0.87133,             0.85418,             0.88801,               0.562,             0.02992,            0.011991,           0.0046695,            0.006931,            0.006931,            0.006931
                 157,            0.024247,            0.010368,          0.00047237,             0.83763,             0.81673,             0.87638,             0.54237,            0.029234,            0.012217,           0.0047594,           0.0069112,           0.0069112,           0.0069112
                 158,            0.023709,            0.010266,          0.00036854,             0.85111,             0.75628,             0.81495,             0.47734,            0.034705,            0.014891,           0.0049771,           0.0068914,           0.0068914,           0.0068914
                 159,            0.023181,            0.010316,          0.00049463,             0.82101,              0.7493,             0.80326,             0.47216,            0.034114,            0.014802,           0.0059869,           0.0068716,           0.0068716,           0.0068716
                 160,            0.023412,            0.010344,          0.00037584,             0.85251,              0.8253,              0.8711,             0.51542,            0.030829,            0.013476,            0.004709,           0.0068518,           0.0068518,           0.0068518
                 161,             0.02397,            0.010244,          0.00061778,              0.8274,             0.85673,             0.88995,              0.5546,            0.029476,            0.011959,           0.0042918,            0.006832,            0.006832,            0.006832
                 162,            0.024587,            0.010229,          0.00064783,             0.82737,              0.8168,              0.8536,             0.50695,            0.032472,             0.01338,           0.0051925,           0.0068122,           0.0068122,           0.0068122
                 163,            0.023272,            0.010309,          0.00052361,             0.85586,             0.83852,              0.8852,             0.55393,            0.030174,            0.012017,           0.0039625,           0.0067924,           0.0067924,           0.0067924
                 164,            0.023263,             0.01014,          0.00061717,             0.78833,             0.80503,             0.84825,             0.50879,            0.032235,            0.013743,           0.0046991,           0.0067726,           0.0067726,           0.0067726
                 165,            0.023804,            0.010026,          0.00048146,             0.87093,             0.82314,             0.88443,             0.55527,            0.030068,             0.01193,           0.0048297,           0.0067528,           0.0067528,           0.0067528
                 166,            0.023125,            0.010061,          0.00049508,             0.86143,             0.86041,             0.89263,             0.55159,            0.029741,            0.011826,           0.0049792,            0.006733,            0.006733,            0.006733
                 167,            0.022678,           0.0099083,          0.00070602,              0.8908,              0.8268,             0.88967,              0.5608,            0.029138,            0.012516,           0.0044176,           0.0067132,           0.0067132,           0.0067132
                 168,            0.023075,            0.010153,          0.00047884,             0.85013,             0.83308,             0.88272,             0.56151,            0.028587,            0.012117,           0.0049711,           0.0066934,           0.0066934,           0.0066934
                 169,            0.022708,           0.0098922,          0.00040065,             0.88287,             0.84568,             0.90234,             0.56752,            0.029714,            0.012189,           0.0047242,           0.0066736,           0.0066736,           0.0066736
                 170,            0.022376,           0.0098794,           0.0004543,             0.89934,             0.85074,              0.8983,             0.56786,            0.028993,            0.012062,           0.0050053,           0.0066538,           0.0066538,           0.0066538
                 171,            0.022488,             0.00983,          0.00036452,             0.87988,             0.86235,             0.89244,             0.55177,            0.028728,            0.012184,           0.0044924,            0.006634,            0.006634,            0.006634
                 172,            0.022397,           0.0098288,          0.00041586,             0.88232,             0.84276,             0.89328,             0.57981,            0.029103,            0.012115,            0.004911,           0.0066142,           0.0066142,           0.0066142
                 173,            0.022766,           0.0098032,          0.00043701,             0.88606,             0.86532,             0.90265,             0.55949,             0.02979,            0.011933,           0.0046858,           0.0065944,           0.0065944,           0.0065944
                 174,            0.022302,            0.009643,          0.00040175,              0.8625,             0.86329,             0.89027,             0.55275,            0.030116,            0.012337,           0.0048848,           0.0065746,           0.0065746,           0.0065746
                 175,            0.022787,           0.0097234,          0.00053318,             0.90401,             0.84259,              0.9046,              0.5749,            0.028812,            0.011805,            0.005592,           0.0065548,           0.0065548,           0.0065548
                 176,            0.023051,           0.0097991,          0.00041643,             0.89264,             0.86294,             0.89968,             0.57415,            0.028894,            0.011917,           0.0048337,            0.006535,            0.006535,            0.006535
                 177,            0.023316,           0.0099315,          0.00050372,             0.84099,             0.85244,             0.89202,             0.55294,            0.030108,            0.011908,           0.0045836,           0.0065152,           0.0065152,           0.0065152
                 178,            0.022536,           0.0098536,          0.00045346,              0.8887,             0.84911,             0.89567,             0.57211,            0.030365,             0.01184,           0.0058192,           0.0064954,           0.0064954,           0.0064954
                 179,            0.022546,           0.0097694,          0.00060361,             0.89464,             0.83802,             0.89326,             0.57855,            0.029613,            0.011713,           0.0059352,           0.0064756,           0.0064756,           0.0064756
                 180,            0.022558,           0.0096783,          0.00071171,             0.89432,             0.83651,              0.8888,             0.56795,            0.029185,            0.011799,            0.005204,           0.0064558,           0.0064558,           0.0064558
                 181,            0.022607,           0.0098625,           0.0007493,             0.87817,             0.83705,             0.89507,             0.55834,            0.030159,            0.012126,            0.005486,            0.006436,            0.006436,            0.006436
                 182,            0.022607,            0.010083,           0.0004662,             0.87666,             0.83339,             0.88423,             0.55658,             0.02976,            0.012428,           0.0055919,           0.0064162,           0.0064162,           0.0064162
                 183,            0.022881,           0.0098529,          0.00037418,              0.8593,             0.86734,             0.89339,             0.57106,            0.028891,             0.01191,           0.0054198,           0.0063964,           0.0063964,           0.0063964
                 184,            0.022536,           0.0099546,          0.00041407,             0.87949,             0.85256,             0.88321,             0.57919,            0.029291,            0.011973,           0.0056856,           0.0063766,           0.0063766,           0.0063766
                 185,            0.023588,            0.010058,          0.00050662,             0.82164,             0.84242,             0.86942,              0.5564,            0.029335,            0.012195,           0.0057576,           0.0063568,           0.0063568,           0.0063568
                 186,            0.022337,           0.0097165,          0.00048957,             0.87203,             0.84129,             0.87369,             0.56942,             0.02912,            0.011977,           0.0052573,            0.006337,            0.006337,            0.006337
                 187,             0.02317,             0.00968,           0.0004104,             0.88936,             0.82771,              0.8932,               0.581,              0.0292,            0.011704,           0.0054049,           0.0063172,           0.0063172,           0.0063172
                 188,            0.022567,           0.0095724,          0.00047703,             0.90414,             0.82019,             0.88814,             0.58419,            0.029457,            0.011879,           0.0053899,           0.0062974,           0.0062974,           0.0062974
                 189,            0.021904,           0.0094989,          0.00042222,             0.87951,              0.8278,             0.88731,             0.56239,            0.028442,            0.012448,            0.005057,           0.0062776,           0.0062776,           0.0062776
                 190,            0.021758,           0.0096018,           0.0004716,             0.90314,             0.83627,             0.89586,             0.56978,            0.029292,            0.011889,            0.005078,           0.0062578,           0.0062578,           0.0062578
                 191,             0.02204,           0.0096997,          0.00054357,             0.88028,             0.77715,             0.86519,             0.54243,            0.030161,            0.013526,           0.0052831,            0.006238,            0.006238,            0.006238
                 192,            0.021728,           0.0095426,          0.00051816,             0.90357,             0.81934,             0.89373,             0.55494,            0.029822,            0.012204,           0.0045587,           0.0062182,           0.0062182,           0.0062182
                 193,            0.021696,           0.0095067,          0.00043787,             0.89697,             0.84395,             0.89296,             0.57904,            0.028652,            0.011777,           0.0051888,           0.0061984,           0.0061984,           0.0061984
                 194,            0.021464,           0.0092671,          0.00042777,             0.86808,             0.86454,             0.89375,             0.59027,            0.028012,            0.011828,            0.005282,           0.0061786,           0.0061786,           0.0061786
                 195,            0.022349,           0.0093201,          0.00042496,             0.89429,             0.85242,             0.89572,             0.57758,            0.028726,            0.011837,           0.0043601,           0.0061588,           0.0061588,           0.0061588
                 196,            0.021667,           0.0093423,          0.00046504,             0.86046,             0.85164,              0.8849,             0.56697,             0.02825,            0.012043,           0.0043054,            0.006139,            0.006139,            0.006139
                 197,            0.022371,           0.0095678,            0.000434,             0.86186,             0.86108,             0.90223,             0.59513,            0.028653,            0.011581,           0.0039788,           0.0061192,           0.0061192,           0.0061192
                 198,            0.022142,           0.0095222,           0.0003998,             0.89353,             0.84694,             0.90122,             0.58174,            0.028453,            0.011582,           0.0042204,           0.0060994,           0.0060994,           0.0060994
                 199,            0.021503,           0.0092583,          0.00033282,             0.89501,             0.83911,             0.88995,             0.56649,            0.029489,            0.012407,           0.0041927,           0.0060796,           0.0060796,           0.0060796
                 200,            0.021645,            0.009325,          0.00053329,             0.91728,             0.86498,               0.906,             0.57263,            0.029159,            0.012055,             0.00416,           0.0060598,           0.0060598,           0.0060598
                 201,            0.021959,           0.0095193,          0.00059762,             0.88558,             0.81846,             0.88765,             0.56475,            0.030141,            0.012255,           0.0035816,             0.00604,             0.00604,             0.00604
                 202,            0.022001,           0.0093859,          0.00045288,               0.871,             0.85122,             0.88269,             0.57943,            0.029467,            0.011658,           0.0043229,           0.0060202,           0.0060202,           0.0060202
                 203,            0.021033,           0.0093546,          0.00037904,             0.91156,              0.8661,             0.90689,             0.58481,             0.02853,            0.011775,           0.0042688,           0.0060004,           0.0060004,           0.0060004
                 204,             0.02141,           0.0092986,          0.00055999,             0.88738,             0.87165,             0.89227,             0.58432,            0.028562,            0.011634,           0.0041156,           0.0059806,           0.0059806,           0.0059806
                 205,            0.021324,           0.0093081,          0.00039469,             0.89681,             0.83945,             0.89559,             0.58188,            0.028724,            0.012113,           0.0042759,           0.0059608,           0.0059608,           0.0059608
                 206,            0.021971,            0.009214,          0.00044853,             0.84731,             0.87826,             0.88525,             0.58019,            0.028393,            0.011634,           0.0043032,            0.005941,            0.005941,            0.005941
                 207,            0.021487,           0.0091683,          0.00037448,              0.8922,             0.83514,             0.88779,             0.57232,            0.029372,            0.012274,           0.0042383,           0.0059212,           0.0059212,           0.0059212
                 208,            0.021273,            0.009305,          0.00037212,             0.86398,              0.8692,             0.89144,             0.58058,             0.02868,            0.011615,           0.0041898,           0.0059014,           0.0059014,           0.0059014
                 209,            0.020879,           0.0091856,          0.00030339,             0.87891,             0.86312,             0.89607,             0.57031,            0.028259,            0.012075,           0.0041122,           0.0058816,           0.0058816,           0.0058816
                 210,            0.021952,           0.0092504,          0.00043312,             0.90315,             0.87612,             0.89914,             0.58021,            0.028822,            0.011869,            0.003772,           0.0058618,           0.0058618,           0.0058618
                 211,            0.021535,           0.0092252,          0.00042718,             0.89612,             0.84726,              0.8804,             0.59151,            0.029367,            0.012169,           0.0037732,            0.005842,            0.005842,            0.005842
                 212,            0.021015,            0.009094,          0.00047231,             0.88269,             0.87085,             0.89219,             0.60281,            0.028176,            0.011607,            0.003758,           0.0058222,           0.0058222,           0.0058222
                 213,            0.021235,           0.0092134,          0.00043662,             0.89016,             0.87836,             0.89945,             0.58908,             0.02851,            0.011824,           0.0042203,           0.0058024,           0.0058024,           0.0058024
                 214,            0.021484,            0.009215,            0.000449,             0.88093,             0.85593,             0.89255,             0.56818,            0.029297,             0.01231,           0.0051414,           0.0057826,           0.0057826,           0.0057826
                 215,            0.021192,           0.0089732,          0.00035692,             0.90126,             0.88073,             0.91112,             0.59725,            0.027876,            0.011326,           0.0042073,           0.0057628,           0.0057628,           0.0057628
                 216,            0.021097,            0.009127,          0.00041744,             0.88165,             0.87646,             0.89146,             0.58877,            0.028848,             0.01175,           0.0041032,            0.005743,            0.005743,            0.005743
                 217,            0.020729,           0.0089267,          0.00036972,             0.91128,             0.85621,             0.90792,             0.58369,            0.028584,            0.011763,           0.0045524,           0.0057232,           0.0057232,           0.0057232
                 218,            0.020933,           0.0089172,          0.00038892,             0.92798,             0.85815,             0.90363,             0.59663,            0.028402,            0.011778,           0.0040642,           0.0057034,           0.0057034,           0.0057034
                 219,             0.02099,           0.0091218,          0.00034665,             0.91224,              0.8723,             0.90322,             0.59125,            0.028357,             0.01167,           0.0031167,           0.0056836,           0.0056836,           0.0056836
                 220,            0.020632,           0.0088218,          0.00034353,             0.88411,             0.85979,             0.89435,             0.59278,            0.028584,            0.011893,           0.0036232,           0.0056638,           0.0056638,           0.0056638
                 221,             0.02093,           0.0092028,          0.00044922,             0.88426,             0.85975,               0.906,             0.59557,             0.02802,            0.011623,           0.0036111,            0.005644,            0.005644,            0.005644
                 222,            0.020762,           0.0088892,          0.00036633,             0.85436,             0.87778,              0.8953,             0.59354,            0.028545,            0.011442,           0.0035153,           0.0056242,           0.0056242,           0.0056242
                 223,            0.022395,           0.0088773,          0.00052877,             0.88107,             0.88485,             0.91108,             0.59394,            0.028178,            0.011377,           0.0035601,           0.0056044,           0.0056044,           0.0056044
                 224,              0.0211,           0.0089875,          0.00054643,             0.86123,               0.857,             0.89238,             0.57156,              0.0289,            0.012066,            0.003618,           0.0055846,           0.0055846,           0.0055846
                 225,              0.0208,           0.0089443,           0.0006524,             0.90326,             0.84683,             0.89892,              0.5895,            0.028751,            0.011698,           0.0051092,           0.0055648,           0.0055648,           0.0055648
                 226,            0.021067,           0.0091261,          0.00054904,             0.89451,              0.8526,              0.9013,               0.587,            0.029239,            0.011874,           0.0051506,            0.005545,            0.005545,            0.005545
                 227,            0.020512,           0.0090373,          0.00050448,             0.91779,             0.84052,             0.90089,             0.58434,            0.028127,              0.0122,           0.0040833,           0.0055252,           0.0055252,           0.0055252
                 228,            0.020702,           0.0091589,          0.00089383,             0.86803,              0.8622,             0.88859,             0.58081,            0.027571,            0.011883,           0.0037487,           0.0055054,           0.0055054,           0.0055054
                 229,            0.021663,           0.0092209,           0.0005783,             0.92273,             0.86418,             0.89795,             0.59639,             0.02659,            0.011415,           0.0038877,           0.0054856,           0.0054856,           0.0054856
                 230,            0.020888,           0.0089072,          0.00042135,             0.91162,             0.83843,             0.89726,             0.59999,            0.028052,            0.011374,           0.0046362,           0.0054658,           0.0054658,           0.0054658
                 231,            0.020991,           0.0089782,          0.00039155,             0.91086,             0.85444,             0.89767,             0.59324,            0.028691,             0.01164,           0.0054754,            0.005446,            0.005446,            0.005446
                 232,            0.021195,           0.0091384,          0.00041003,             0.91939,              0.8591,             0.90537,             0.59097,            0.028218,            0.011468,           0.0050921,           0.0054262,           0.0054262,           0.0054262
                 233,            0.020772,           0.0088111,           0.0004055,             0.91325,             0.86365,             0.90565,             0.59076,            0.028614,            0.011538,           0.0050014,           0.0054064,           0.0054064,           0.0054064
                 234,            0.021502,           0.0089753,          0.00041024,             0.91533,             0.88281,             0.90762,             0.59067,            0.028937,            0.011583,           0.0048023,           0.0053866,           0.0053866,           0.0053866
                 235,            0.020855,           0.0089958,          0.00032695,             0.88891,             0.88633,             0.90004,             0.59346,            0.027954,             0.01158,           0.0045526,           0.0053668,           0.0053668,           0.0053668
                 236,            0.020379,           0.0087749,          0.00035966,             0.89511,             0.87739,             0.89722,              0.5902,            0.027528,            0.011733,           0.0048185,            0.005347,            0.005347,            0.005347
                 237,            0.020428,           0.0088517,          0.00039955,             0.88185,             0.88404,             0.89634,             0.59696,             0.02788,            0.011739,            0.004569,           0.0053272,           0.0053272,           0.0053272
                 238,            0.020525,           0.0087551,          0.00034207,             0.90391,             0.84844,             0.89768,             0.58828,             0.02847,            0.012105,             0.00496,           0.0053074,           0.0053074,           0.0053074
                 239,            0.020088,           0.0088492,          0.00032083,             0.89775,             0.87673,              0.9039,             0.58997,            0.028292,            0.012035,           0.0047524,           0.0052876,           0.0052876,           0.0052876
                 240,            0.020017,           0.0086046,          0.00032393,             0.87954,             0.87166,             0.89987,             0.60304,            0.026981,            0.011563,           0.0049892,           0.0052678,           0.0052678,           0.0052678
                 241,             0.02053,           0.0084448,          0.00032088,             0.91081,             0.88033,             0.90141,             0.59484,            0.027453,            0.011721,           0.0050941,            0.005248,            0.005248,            0.005248
                 242,             0.02067,           0.0087895,          0.00044978,             0.91772,             0.85239,             0.90736,             0.59648,             0.02764,            0.011715,           0.0050635,           0.0052282,           0.0052282,           0.0052282
                 243,            0.019711,           0.0085082,          0.00039916,             0.92296,             0.85686,             0.90161,              0.5942,            0.027293,             0.01156,           0.0055194,           0.0052084,           0.0052084,           0.0052084
                 244,             0.01954,           0.0085363,          0.00030433,             0.90109,             0.83588,             0.89774,             0.58714,            0.028045,            0.012175,           0.0055022,           0.0051886,           0.0051886,           0.0051886
                 245,            0.020045,           0.0085153,          0.00033438,             0.90339,             0.87709,             0.90834,              0.5954,            0.027708,            0.011591,           0.0047302,           0.0051688,           0.0051688,           0.0051688
                 246,            0.019815,           0.0086987,          0.00051838,              0.9129,             0.85838,             0.90183,             0.60061,            0.027608,             0.01168,           0.0051018,            0.005149,            0.005149,            0.005149
                 247,            0.019282,           0.0084736,          0.00035544,             0.91932,             0.86076,             0.90617,             0.60438,            0.027508,             0.01128,           0.0046261,           0.0051292,           0.0051292,           0.0051292
                 248,            0.020155,           0.0084443,          0.00040107,             0.91262,             0.84549,             0.90808,             0.59245,             0.02785,            0.011697,           0.0053164,           0.0051094,           0.0051094,           0.0051094
                 249,             0.02016,           0.0087201,          0.00039983,             0.90117,             0.85711,             0.90428,             0.59528,            0.027221,            0.011404,           0.0052125,           0.0050896,           0.0050896,           0.0050896
                 250,            0.019971,           0.0085761,          0.00033496,             0.89046,             0.86086,             0.90411,             0.60087,            0.027804,             0.01152,           0.0049928,           0.0050698,           0.0050698,           0.0050698
                 251,            0.019223,           0.0084732,          0.00030998,             0.90465,             0.85769,             0.89995,             0.60248,            0.028425,            0.011825,           0.0046533,             0.00505,             0.00505,             0.00505
                 252,            0.019814,           0.0084289,          0.00037865,             0.91439,             0.86704,             0.90315,             0.60417,            0.028241,            0.011582,            0.004702,           0.0050302,           0.0050302,           0.0050302
                 253,            0.020289,           0.0086062,          0.00040458,             0.90732,             0.86339,             0.89587,             0.60083,            0.028109,            0.011614,           0.0041694,           0.0050104,           0.0050104,           0.0050104
                 254,            0.020054,           0.0086417,          0.00049623,             0.90374,             0.86146,             0.90072,             0.60816,            0.027351,            0.011611,           0.0047639,           0.0049906,           0.0049906,           0.0049906
                 255,            0.019816,           0.0085925,          0.00038796,             0.89285,             0.83836,             0.88361,             0.58484,            0.028588,            0.012413,            0.004847,           0.0049708,           0.0049708,           0.0049708
                 256,            0.020098,           0.0086449,          0.00035535,             0.87233,             0.87638,              0.8983,             0.59641,            0.027451,            0.011867,           0.0041607,            0.004951,            0.004951,            0.004951
                 257,            0.019386,           0.0084998,          0.00038729,             0.89016,               0.878,             0.90834,             0.59441,            0.027431,            0.011915,           0.0044665,           0.0049312,           0.0049312,           0.0049312
                 258,            0.019729,           0.0084828,          0.00037123,             0.91219,             0.87809,             0.91113,             0.60926,            0.027306,            0.011684,           0.0047916,           0.0049114,           0.0049114,           0.0049114
                 259,            0.020034,           0.0084451,          0.00034358,             0.92577,             0.86698,             0.90743,              0.6079,            0.026678,            0.011583,           0.0050943,           0.0048916,           0.0048916,           0.0048916
                 260,            0.020047,           0.0086291,          0.00040025,             0.89133,             0.88547,             0.90971,             0.60153,            0.027011,            0.011706,           0.0052908,           0.0048718,           0.0048718,           0.0048718
                 261,            0.019538,           0.0085247,          0.00034059,              0.9003,             0.87944,             0.90602,              0.6057,            0.027626,            0.011577,           0.0052981,            0.004852,            0.004852,            0.004852
                 262,            0.019514,           0.0084621,            0.000419,              0.8909,             0.86557,             0.89627,             0.60524,            0.028038,            0.011598,            0.005587,           0.0048322,           0.0048322,           0.0048322
                 263,            0.019277,            0.008347,          0.00052453,             0.88726,             0.85988,             0.89905,             0.60326,            0.027815,            0.011825,            0.005039,           0.0048124,           0.0048124,           0.0048124
                 264,            0.020161,           0.0083854,          0.00040106,             0.88148,             0.87025,             0.90229,              0.6012,            0.027043,            0.012072,           0.0057193,           0.0047926,           0.0047926,           0.0047926
                 265,            0.019323,           0.0082955,          0.00043698,             0.91402,             0.84505,             0.90873,             0.60084,            0.027796,            0.011852,           0.0049293,           0.0047728,           0.0047728,           0.0047728
                 266,            0.019909,           0.0084605,           0.0005686,             0.86676,             0.88974,             0.91196,             0.60158,            0.028005,            0.011891,           0.0040454,            0.004753,            0.004753,            0.004753
                 267,            0.019358,           0.0084241,          0.00038426,             0.87837,             0.87788,             0.90429,             0.59366,            0.028197,            0.011802,           0.0041539,           0.0047332,           0.0047332,           0.0047332
                 268,            0.020075,           0.0084861,           0.0003277,             0.90131,             0.87583,              0.9115,             0.60129,            0.028405,            0.012017,           0.0043766,           0.0047134,           0.0047134,           0.0047134
                 269,            0.019487,           0.0083991,          0.00043423,             0.91942,             0.86012,             0.90691,             0.60847,            0.027991,            0.011766,           0.0044125,           0.0046936,           0.0046936,           0.0046936
                 270,            0.019601,           0.0082197,          0.00045545,             0.91871,             0.84988,             0.90819,             0.60499,            0.028017,            0.011974,           0.0043226,           0.0046738,           0.0046738,           0.0046738
                 271,            0.019396,           0.0083971,          0.00044864,             0.90433,             0.88036,             0.91679,             0.60278,            0.028021,            0.011767,           0.0032195,            0.004654,            0.004654,            0.004654
                 272,            0.019243,           0.0082412,          0.00044549,             0.89502,             0.87572,             0.90656,             0.59864,            0.027737,            0.011358,           0.0027282,           0.0046342,           0.0046342,           0.0046342
                 273,            0.019084,           0.0082446,          0.00034763,             0.88608,             0.87695,             0.91078,             0.60711,            0.027845,            0.011586,            0.002716,           0.0046144,           0.0046144,           0.0046144
                 274,            0.018843,           0.0081558,          0.00033069,             0.89927,             0.87799,             0.91516,             0.60668,             0.02768,            0.011571,           0.0044323,           0.0045946,           0.0045946,           0.0045946
                 275,             0.01943,            0.008314,           0.0003303,             0.91359,             0.87577,             0.90733,             0.60181,            0.027308,            0.011343,           0.0052931,           0.0045748,           0.0045748,           0.0045748
                 276,            0.018492,           0.0083282,          0.00035666,             0.89446,             0.88549,             0.91405,             0.61129,              0.0272,            0.011409,            0.004672,            0.004555,            0.004555,            0.004555
                 277,            0.018758,           0.0082256,          0.00030693,             0.89808,             0.87063,             0.90614,             0.60502,            0.027455,            0.011461,           0.0045259,           0.0045352,           0.0045352,           0.0045352
                 278,            0.018312,           0.0081506,           0.0003692,             0.91701,             0.83879,             0.90511,             0.60353,            0.027505,             0.01198,            0.004157,           0.0045154,           0.0045154,           0.0045154
                 279,            0.018879,           0.0082947,          0.00032333,             0.91056,             0.85292,             0.90865,             0.61008,            0.027269,              0.0117,           0.0040486,           0.0044956,           0.0044956,           0.0044956
                 280,             0.01875,           0.0082404,          0.00036056,             0.91813,             0.85136,             0.91109,             0.61322,            0.027535,            0.011648,             0.00463,           0.0044758,           0.0044758,           0.0044758
                 281,            0.019268,           0.0079992,          0.00030035,             0.89632,             0.85359,              0.9004,              0.6129,             0.02741,            0.011701,           0.0043912,            0.004456,            0.004456,            0.004456
                 282,            0.018307,           0.0079674,          0.00028933,             0.91469,             0.85209,             0.90063,             0.61679,            0.027604,            0.011741,           0.0040002,           0.0044362,           0.0044362,           0.0044362
                 283,            0.018431,           0.0081513,          0.00036058,             0.90169,             0.87236,              0.9095,             0.61867,            0.027501,            0.011726,            0.003648,           0.0044164,           0.0044164,           0.0044164
                 284,            0.018573,           0.0079368,          0.00033238,             0.90312,              0.8699,             0.90669,             0.62186,            0.027593,            0.011728,           0.0040671,           0.0043966,           0.0043966,           0.0043966
                 285,            0.018357,           0.0078378,          0.00027493,             0.89939,              0.8902,             0.91312,             0.62074,            0.027409,            0.011791,            0.004003,           0.0043768,           0.0043768,           0.0043768
                 286,            0.018434,            0.007978,          0.00034007,             0.91051,             0.87461,               0.913,             0.61782,            0.026692,            0.011623,            0.004139,            0.004357,            0.004357,            0.004357
                 287,            0.019086,           0.0079219,          0.00030516,             0.91292,             0.87714,             0.91588,             0.61223,              0.0266,            0.011786,           0.0044201,           0.0043372,           0.0043372,           0.0043372
                 288,            0.018754,           0.0080814,          0.00031466,              0.8801,             0.90092,             0.91073,             0.60966,              0.0268,            0.011733,           0.0040879,           0.0043174,           0.0043174,           0.0043174
                 289,            0.018899,           0.0079651,          0.00032196,             0.91181,             0.87266,             0.91298,             0.61459,            0.026763,            0.011709,           0.0037881,           0.0042976,           0.0042976,           0.0042976
                 290,            0.018663,           0.0081593,          0.00030689,             0.91269,             0.87504,             0.91441,             0.61773,            0.027137,            0.011579,           0.0037363,           0.0042778,           0.0042778,           0.0042778
                 291,            0.017988,           0.0080622,          0.00031306,             0.88507,             0.88942,             0.91132,             0.61678,            0.027551,             0.01163,           0.0036843,            0.004258,            0.004258,            0.004258
                 292,            0.017651,           0.0079245,           0.0002775,             0.88301,             0.87349,              0.9083,             0.62239,            0.027569,            0.011657,            0.003941,           0.0042382,           0.0042382,           0.0042382
                 293,            0.018069,           0.0077494,          0.00029083,             0.88261,             0.88226,             0.91054,             0.62208,             0.02798,             0.01186,           0.0037425,           0.0042184,           0.0042184,           0.0042184
                 294,            0.018109,           0.0079566,          0.00030827,             0.90756,              0.8903,             0.91482,             0.62158,            0.027442,            0.011512,           0.0033939,           0.0041986,           0.0041986,           0.0041986
                 295,            0.018224,           0.0078585,          0.00050688,              0.8991,             0.87622,             0.91491,             0.62625,            0.027079,            0.011426,           0.0039102,           0.0041788,           0.0041788,           0.0041788
                 296,            0.018444,           0.0078546,          0.00028449,              0.9041,             0.87924,             0.91321,             0.62317,            0.027189,            0.011658,           0.0038991,            0.004159,            0.004159,            0.004159
                 297,            0.017842,           0.0079227,          0.00029631,             0.89482,              0.8891,             0.91126,             0.62049,            0.027333,            0.011595,           0.0041274,           0.0041392,           0.0041392,           0.0041392
                 298,            0.018695,           0.0080057,          0.00029173,             0.87803,             0.89124,              0.9125,             0.62125,            0.027547,            0.011565,            0.004433,           0.0041194,           0.0041194,           0.0041194
                 299,            0.017943,           0.0078202,          0.00028891,             0.88388,             0.87453,             0.90855,             0.61625,            0.027405,            0.011603,           0.0043804,           0.0040996,           0.0040996,           0.0040996
                 300,            0.018798,           0.0078386,          0.00031774,             0.89236,             0.87203,             0.90539,             0.61797,            0.027218,            0.011667,           0.0046157,           0.0040798,           0.0040798,           0.0040798
                 301,            0.019079,           0.0079454,          0.00048422,             0.88903,             0.87648,              0.9047,             0.61677,            0.027253,            0.011721,           0.0045012,             0.00406,             0.00406,             0.00406
                 302,              0.0178,           0.0076724,          0.00040354,             0.90623,             0.87542,             0.90662,             0.62018,            0.027475,            0.011841,           0.0048393,           0.0040402,           0.0040402,           0.0040402
                 303,            0.018364,              0.0076,          0.00032003,             0.91695,             0.87573,             0.90585,             0.61849,            0.027989,             0.01175,           0.0048226,           0.0040204,           0.0040204,           0.0040204
                 304,            0.017937,           0.0078927,          0.00046996,             0.91459,              0.8723,             0.90236,             0.61511,            0.027971,            0.011784,           0.0045995,           0.0040006,           0.0040006,           0.0040006
                 305,            0.018491,           0.0079927,           0.0003556,             0.91332,             0.86756,             0.90668,             0.62324,            0.027414,            0.011627,           0.0045603,           0.0039808,           0.0039808,           0.0039808
                 306,            0.018156,           0.0079145,          0.00030514,             0.89205,             0.88307,             0.89981,             0.61321,            0.027351,             0.01164,           0.0048477,            0.003961,            0.003961,            0.003961
                 307,             0.01814,           0.0077218,          0.00029517,             0.91111,             0.87585,             0.90276,             0.61334,            0.027111,            0.011609,           0.0049259,           0.0039412,           0.0039412,           0.0039412
                 308,            0.017576,           0.0076368,          0.00026122,             0.92121,             0.86581,             0.89745,              0.6164,            0.026962,            0.011595,            0.004981,           0.0039214,           0.0039214,           0.0039214
                 309,            0.018027,           0.0077076,          0.00039093,             0.91965,             0.87675,             0.89853,             0.61858,            0.027025,            0.011596,           0.0051191,           0.0039016,           0.0039016,           0.0039016
                 310,            0.017743,           0.0077033,          0.00029504,             0.90012,             0.87663,              0.8964,             0.61739,            0.027355,            0.011828,            0.005467,           0.0038818,           0.0038818,           0.0038818
                 311,            0.017306,           0.0076209,          0.00031689,             0.91605,             0.88155,             0.90208,             0.62118,            0.027304,            0.011625,           0.0056399,            0.003862,            0.003862,            0.003862
                 312,            0.017704,           0.0076643,          0.00026524,             0.92169,             0.88708,             0.90871,             0.62027,            0.027356,            0.011703,           0.0054773,           0.0038422,           0.0038422,           0.0038422
                 313,             0.01754,           0.0076413,           0.0002756,             0.93002,             0.87726,             0.91304,              0.6181,            0.027506,            0.011625,            0.005404,           0.0038224,           0.0038224,           0.0038224
                 314,            0.018427,           0.0078053,          0.00030014,             0.90624,              0.8943,             0.91342,             0.61757,            0.027551,            0.011587,           0.0053655,           0.0038026,           0.0038026,           0.0038026
